\frac{-3}{8} \left(\frac{8}{7} x+8.8\right),distributor_expression
-4x+\frac{1}{2}+6+6x,linear_expression
-3.3\left(\frac{7}{8} x+7\right),distributor_expression
-4.6\left(-5.7+6x\right)-\frac{1}{2} \left(\frac{3}{7}+\frac{7}{8} x\right)=-7\left(\frac{6}{5} x+\frac{5}{4}\right),linear_equation
\frac{-7}{8} \left(-4x-6.8+3x-6.3\right)-2.8\left(9x+8+8x+6\right),distributor_expression
-2.2\left(5.1x+5-7x+8.5\right)=1.2\left(\frac{2}{5} x-8\right)-\frac{1}{3} \left(-7x+5-4.7+4.7x\right),linear_equation
8-\frac{9}{2} x-\frac{3}{2} x+6,linear_expression
7.2\left(3.7x-6.9\right)+2.7\left(7.6+\frac{9}{2} x-6x-\frac{3}{8}\right),distributor_expression
-8\left(3.8x-\frac{1}{3}\right)+9\left(4x+7+8-6x\right),distributor_expression
-0.3\left(-7-6x+4.9+8.3x\right)+\frac{5}{4} \left(2.9-3x+5.2x-\frac{3}{5}\right),distributor_expression
-3.5+1.9x=-6.7\left(-9+x\right),linear_equation
1.2x+4.2+\frac{7}{5}-6.7x=-5x+5.7+2-8x,linear_equation
-4.4\left(\frac{-9}{2}-\frac{1}{3} x-7+\frac{8}{9} x\right)-\frac{9}{8} \left(5+\frac{2}{5} x+8.4-\frac{5}{3} x\right)=-6.5-\frac{9}{5} x,linear_equation
-2.1\left(7x-7+\frac{9}{4} x+9\right)+4.5\left(6+5.1x-5x-\frac{2}{3}\right),distributor_expression
\frac{-9}{5} \left(\frac{1}{8}+7x-\frac{7}{3}-6x\right)+7.8\left(3x-5.1-\frac{1}{3} x-1\right),distributor_expression
9x+\frac{3}{4}=0,linear_equation
4x-0.4+\frac{8}{9} x-7.5,linear_expression
-0.4+\frac{9}{4} x=6.2+5x+\frac{5}{3}-4.8x,linear_equation
7.6\left(\frac{-9}{7} x+2.1\right),distributor_expression
5-6.2x-6.6-9x,linear_expression
7x-5.5-2-\frac{7}{8} x=1.1+\frac{5}{6} x,linear_equation
4\left(7x+6.5+7x-4.6\right)-5\left(-2-7x-4.9-4x\right),distributor_expression
3\left(9+\frac{5}{8} x+8.1-\frac{2}{3} x\right),distributor_expression
8\left(\frac{5}{9} x-6-2-9x\right)-\frac{1}{4} \left(-2+\frac{6}{5} x\right)=9\left(-1.8x-1\right)-\frac{1}{7} \left(\frac{-1}{5} x-\frac{1}{7}-\frac{3}{4}+1.2x\right),linear_equation
-1+x=\frac{-3}{4}-6x,linear_equation
-7\left(-5+\frac{3}{2} x+8.9+\frac{3}{4} x\right)=8.5-x-5.7x-\frac{7}{2},linear_equation
3\left(-3.4x+2\right)=-\left(-6x+\frac{1}{4}\right),linear_equation
0.5\left(-2.1x+\frac{5}{9}\right),distributor_expression
\frac{-9}{2}-\frac{1}{2} x+0.3-2x,linear_expression
5.8\left(\frac{-7}{2}+\frac{4}{3} x+\frac{1}{5} x-\frac{3}{4}\right),distributor_expression
6\left(2x-2.9+\frac{7}{8}-2x\right),distributor_expression
\frac{-9}{4} \left(\frac{2}{3} x-8.9+3-9x\right),distributor_expression
-2\left(1.3+8.8x\right)+9\left(3.5x-8-5.8x+\frac{3}{4}\right),distributor_expression
\frac{-5}{7} x+3.4+6x+8,linear_expression
-4.8x+\frac{2}{7}-5x-5=-7\left(\frac{8}{9} x-8-7x-3\right)+\frac{1}{2} \left(\frac{-5}{6} x-\frac{7}{6}\right),linear_equation
7x+1,linear_expression
6.5\left(-6.8+\frac{9}{7} x+\frac{7}{4} x-5\right),distributor_expression
\frac{6}{5} \left(0.5+5.9x\right),distributor_expression
5-3x+3.7+2.7x,linear_expression
\frac{-1}{3} \left(4-6x+\frac{5}{7}-8x\right),distributor_expression
-7x-\frac{7}{2},linear_expression
-8.2x+3.6-\frac{4}{5} x-\frac{2}{5},linear_expression
-2.3x-4-\frac{9}{5}-7x,linear_expression
-0.9+6x,linear_expression
\frac{-8}{7} \left(\frac{2}{3}+\frac{6}{5} x-8+\frac{5}{3} x\right)=-4x-8.4+7.5-6x,linear_equation
\frac{7}{4} \left(-4.4-5.5x-\frac{1}{6} x-3\right),distributor_expression
7+1.9x+\frac{8}{5} x+6.2=0,linear_equation
\frac{-3}{4} \left(2.6+5x\right)+\frac{2}{3} \left(-4x+\frac{3}{2}\right),distributor_expression
2.6\left(-5x-5.9+0.5+\frac{8}{9} x\right)+4.5\left(-3.6-2x+\frac{1}{4} x+0.9\right),distributor_expression
8.3\left(0.5-6x+\frac{5}{4}-3x\right),distributor_expression
4.3x-7.2-5x-7,linear_expression
8+5x+\frac{7}{2} x+\frac{5}{3}=0,linear_equation
\frac{-8}{7} \left(\frac{-4}{3}-7.6x-7-5.9x\right)+\frac{1}{4} \left(-7x-8.5+\frac{1}{2}-4.9x\right)=5x+9-0.9-6x,linear_equation
\frac{-2}{3}+\frac{3}{4} x,linear_expression
\frac{-6}{7} \left(-9+\frac{3}{5} x\right)+5.6\left(\frac{-3}{2} x-7.3\right),distributor_expression
5\left(0.4-3.6x\right),distributor_expression
\frac{-7}{2} \left(\frac{2}{9}+\frac{7}{6} x\right)=\frac{-1}{3} \left(-2+\frac{2}{7} x+2.8x+4\right),linear_equation
-4x+\frac{5}{9}=\frac{-1}{4} \left(\frac{2}{5}+5x-7.7x-5.4\right),linear_equation
2.9\left(7.5+0.2x\right)-5\left(\frac{5}{7} x-2.9-\frac{8}{7} x-\frac{2}{3}\right),distributor_expression
-3\left(\frac{7}{2} x+8.7-8+\frac{1}{5} x\right),distributor_expression
-2.6\left(2-4x-7x+\frac{3}{4}\right)=\frac{8}{3} \left(8x-8\right)+4\left(\frac{-1}{2} x-7\right),linear_equation
\frac{4}{9} \left(-6x-\frac{1}{7}-8-7x\right)-8.1\left(-6x-\frac{1}{4}\right),distributor_expression
-1.7\left(-2x-1.1-7.9+1.1x\right)=6.9+2x,linear_equation
-0.4x+6-\frac{6}{7} x+\frac{1}{2},linear_expression
-7\left(3-4.2x\right)+5.7\left(\frac{7}{8} x-\frac{8}{3}\right)=-6x-9,linear_equation
6\left(\frac{1}{3}-5x-\frac{1}{5} x+8.5\right)-\frac{5}{2} \left(-2x-6\right),distributor_expression
\frac{-5}{8}+\frac{2}{3} x,linear_expression
\frac{-7}{4} x-3.2,linear_expression
-3x-4.3+7.5+9x=0,linear_equation
\frac{1}{9} \left(4.5x-1.3-x+7.7\right)=-4+3x-2x-\frac{4}{9},linear_equation
-9x-\frac{4}{5},linear_expression
-1.5\left(5.8+2.2x-5.2-\frac{5}{7} x\right)=\frac{-1}{3} \left(6.6-8x-4.2+8x\right)-7\left(\frac{7}{8} x-\frac{1}{2}\right),linear_equation
3.7\left(-7+9x-\frac{1}{2}+2.5x\right)+3.4\left(6-\frac{7}{3} x-4-\frac{9}{7} x\right),distributor_expression
2\left(\frac{-5}{7} x+4.7\right),distributor_expression
